pack_id,donor_id,pack_count,lst_vers,user_resp,accepted_date,scope,about,author,contentReferenceTime,license_is_explicit,license,uri_objType,uri,isAt_UrbiGIS,status,statusUpdateDate
00101,1,1,001,claiton,2022-04-18,SR,"Planet OSM, todos os dados ",(self),2022-04-17,yes,odbl-1.0,site,http://download.geofabrik.de/south-america/suriname-latest.osm.pbf,no,working-makefile,
